Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,471.125916,479.273895,470.490234,478.458923,478.458923,749222664
2023-02-08,478.443756,480.472504,468.249603,473.537567,473.537567,743495434
2023-02-09,473.658203,474.799744,437.489746,440.950470,440.950470,1121963514
2023-02-10,441.017975,445.455475,437.781982,442.899200,442.899200,713493201
2023-02-11,442.936523,450.089844,442.175354,449.321930,449.321930,504223503
2023-02-12,449.306885,463.236053,443.393158,452.658081,452.658081,753627856
2023-02-13,452.617798,455.867706,407.796814,422.571808,422.571808,1897794102
2023-02-14,422.564758,430.982544,417.222504,423.801270,423.801270,947721627
2023-02-15,423.836426,459.480682,421.876526,459.214081,459.214081,966469032
2023-02-16,459.186829,474.878143,443.721710,444.101959,444.101959,1510148638
2023-02-17,444.071411,459.728943,442.322510,455.557587,455.557587,1019880575
2023-02-18,455.569000,463.262939,455.445007,460.361664,460.361664,680162986
2023-02-19,460.269989,462.896515,453.394440,454.114624,454.114624,760562237
2023-02-20,454.248688,462.587646,449.943939,456.515167,456.515167,979096954
2023-02-21,456.546875,461.205078,452.162750,453.811615,453.811615,844121688
2023-02-22,453.827087,459.240479,446.289520,459.198975,459.198975,806258843
2023-02-23,459.234528,460.824768,448.314240,453.190094,453.190094,694549257
2023-02-24,453.081024,459.794434,446.116516,449.083801,449.083801,713539037
2023-02-25,449.152954,450.528717,441.968994,449.642578,449.642578,461715497
2023-02-26,449.619415,459.910583,447.533508,458.894958,458.894958,463830181
2023-02-27,458.877319,459.403046,446.544952,452.316711,452.316711,600614123
2023-02-28,452.315491,453.457214,446.678131,447.926758,447.926758,501709872
2023-03-01,447.979553,453.640839,445.961090,448.101318,448.101318,559150988
2023-03-02,448.114105,448.734406,441.127716,445.580536,445.580536,550415807
2023-03-03,445.627167,445.796997,425.443542,428.905090,428.905090,665282350
2023-03-04,428.915466,430.420715,423.464233,427.726349,427.726349,427273298
2023-03-05,427.751099,432.092468,426.073059,427.443268,427.443268,425814175
2023-03-06,427.450409,428.767853,422.475159,427.884613,427.884613,555788424
2023-03-07,427.796356,439.839691,430.280182,439.135193,439.135193,566367772
2023-03-08,439.110565,443.943542,432.606018,435.174347,435.174347,662416500
2023-03-09,435.293854,442.555969,413.986664,420.838440,420.838440,767428526
2023-03-10,435.293854,442.555969,413.986664,420.838440,420.838440,767428526
2023-03-11,420.880035,422.838257,402.955322,421.802612,421.802612,849592050
2023-03-12,421.825531,428.225769,413.992828,422.241180,422.241180,795417726
2023-03-13,422.214752,436.529724,420.231750,436.718414,436.718414,728288612
2023-03-14,436.816406,468.140625,431.377441,464.135315,464.135315,1686784508
2023-03-15,464.174103,478.646698,455.998108,462.710419,462.710419,1295493023
