Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,1.727916,1.823314,1.727412,1.822033,1.822033,829025481
2023-02-08,1.822405,1.931086,1.823293,1.882048,1.882048,1367077542
2023-02-09,1.882452,1.927130,1.754249,1.770288,1.770288,1834229801
2023-02-10,1.770487,1.887224,1.763325,1.781409,1.781409,1462014794
2023-02-11,1.781162,1.815435,1.764488,1.810232,1.810232,654278044
2023-02-12,1.809999,1.880700,1.777152,1.791534,1.791534,786102628
2023-02-13,1.791272,1.798191,1.642521,1.703122,1.703122,1073644900
2023-02-14,1.702561,1.802566,1.687483,1.801529,1.801529,1102522429
2023-02-15,1.801406,1.926173,1.787581,1.925689,1.925689,888248506
2023-02-16,1.925354,2.121169,1.923263,1.998876,1.998876,1776333882
2023-02-17,1.998792,2.232324,1.998792,2.217747,2.217747,1894372007
2023-02-18,2.217734,2.266468,2.149126,2.161420,2.161420,1125403139
2023-02-19,2.161314,2.229657,2.144268,2.152468,2.152468,1046906925
2023-02-20,2.154007,2.183235,2.097320,2.134119,2.134119,909043584
2023-02-21,2.134264,2.174674,1.997078,2.017838,2.017838,1151241944
2023-02-22,2.018095,2.053557,1.943802,2.050993,2.050993,1060999611
2023-02-23,2.050639,2.073214,1.975097,1.989853,1.989853,784504950
2023-02-24,1.989703,1.997157,1.862583,1.882184,1.882184,918300985
2023-02-25,1.882267,1.898218,1.788209,1.857026,1.857026,701852708
2023-02-26,1.856744,1.928519,1.843667,1.902699,1.902699,614028101
2023-02-27,1.902848,1.907001,1.808039,1.833097,1.833097,817929776
2023-02-28,1.833175,1.839548,1.764974,1.775869,1.775869,754792276
2023-03-01,1.775884,1.861630,1.776611,1.846557,1.846557,720596050
2023-03-02,1.846619,1.849775,1.777733,1.819443,1.819443,551309492
2023-03-03,1.819787,1.823325,1.687408,1.725410,1.725410,825012884
2023-03-04,1.725418,1.737440,1.627214,1.664261,1.664261,491861210
2023-03-05,1.664637,1.711444,1.656306,1.684087,1.684087,453769331
2023-03-06,1.683789,1.699349,1.662606,1.681135,1.681135,475812994
2023-03-07,1.681086,1.745965,1.697884,1.744725,1.744725,772612235
2023-03-08,1.744747,1.754729,1.590247,1.595551,1.595551,853381231
2023-03-09,1.595778,1.646297,1.496797,1.540967,1.540967,1065205185
2023-03-10,1.595778,1.646297,1.496797,1.540967,1.540967,1065205185
2023-03-11,1.541360,1.620300,1.441161,1.610011,1.610011,1326693449
2023-03-12,1.610211,1.651687,1.521819,1.616713,1.616713,1085156239
2023-03-13,1.616615,1.743306,1.593525,1.744288,1.744288,1063996081
