Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,0.091717,0.094731,0.091652,0.094441,0.094441,561928863
2023-02-08,0.094438,0.099582,0.093901,0.096520,0.096520,906357180
2023-02-09,0.096517,0.096697,0.089553,0.090240,0.090240,935488215
2023-02-10,0.090242,0.092176,0.089982,0.091667,0.091667,494939672
2023-02-11,0.091669,0.092775,0.091463,0.092297,0.092297,277760239
2023-02-12,0.092289,0.094015,0.092075,0.092341,0.092341,273315584
2023-02-13,0.092334,0.094290,0.091250,0.094136,0.094136,448251657
2023-02-14,0.094132,0.095649,0.093552,0.095525,0.095525,397892190
2023-02-15,0.095529,0.102551,0.095529,0.102539,0.102539,513917279
2023-02-16,0.102539,0.103330,0.097384,0.097461,0.097461,577804987
2023-02-17,0.097451,0.103911,0.097118,0.102424,0.102424,534863319
2023-02-18,0.102413,0.103279,0.101462,0.101959,0.101959,329631514
2023-02-19,0.101951,0.104025,0.101498,0.102466,0.102466,331543100
2023-02-20,0.102512,0.105689,0.101395,0.104134,0.104134,548026392
2023-02-21,0.104129,0.104582,0.100818,0.101213,0.101213,442592947
2023-02-22,0.101217,0.102194,0.100212,0.101937,0.101937,353789490
2023-02-23,0.101936,0.103221,0.101250,0.102223,0.102223,318326855
2023-02-24,0.102217,0.103094,0.100292,0.100880,0.100880,322006270
2023-02-25,0.100887,0.102225,0.099527,0.100869,0.100869,307601937
2023-02-26,0.100863,0.103514,0.100842,0.103235,0.103235,283877904
2023-02-27,0.103232,0.103478,0.101985,0.102965,0.102965,325254351
2023-02-28,0.102973,0.103742,0.102056,0.102536,0.102536,306975922
2023-03-01,0.102541,0.104118,0.102738,0.103372,0.103372,316411505
2023-03-02,0.103371,0.104249,0.102715,0.103469,0.103469,309793154
2023-03-03,0.103469,0.103627,0.098683,0.099231,0.099231,387776042
2023-03-04,0.099227,0.099764,0.097787,0.098522,0.098522,271800813
2023-03-05,0.098527,0.100442,0.098372,0.099578,0.099578,242898245
2023-03-06,0.099577,0.100484,0.098871,0.100120,0.100120,276445683
2023-03-07,0.100120,0.100456,0.099913,0.100567,0.100567,336580504
2023-03-08,0.100567,0.100958,0.098447,0.098998,0.098998,320122241
2023-03-09,0.099001,0.099892,0.086842,0.088717,0.088717,692814088
2023-03-10,0.099001,0.099892,0.086842,0.088717,0.088717,692814088
2023-03-11,0.088723,0.088994,0.084638,0.087299,0.087299,787038004
