Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,9.427757,9.968318,9.419363,9.967579,9.967579,388401156
2023-02-08,9.967285,10.036357,9.601102,9.741375,9.741375,366704067
2023-02-09,9.743391,9.976934,8.864110,8.980566,8.980566,736112216
2023-02-10,8.980747,9.078649,8.908677,8.960196,8.960196,409258873
2023-02-11,8.961541,9.092674,8.927641,9.082598,9.082598,201613118
2023-02-12,9.081349,9.220668,8.845616,8.934433,8.934433,250339086
2023-02-13,8.933733,9.006236,8.494818,8.784024,8.784024,450718462
2023-02-14,8.783895,8.949596,8.724694,8.912773,8.912773,372570930
2023-02-15,8.912467,9.569611,8.879527,9.569611,9.569611,447524937
2023-02-16,9.569232,9.754740,9.226999,9.229729,9.229729,564585516
2023-02-17,9.229259,10.730748,9.191149,10.580556,10.580556,1052775798
2023-02-18,10.581078,10.688287,10.370976,10.528693,10.528693,613501533
2023-02-19,10.528410,11.387275,10.465447,10.836507,10.836507,1040678540
2023-02-20,10.841648,10.945034,10.617510,10.917432,10.917432,678155915
2023-02-21,10.918653,10.958557,10.421358,10.561443,10.561443,567432445
2023-02-22,10.561058,10.577717,10.124945,10.545799,10.545799,594709322
2023-02-23,10.545365,10.800491,10.326221,10.413523,10.413523,509380339
2023-02-24,10.412658,10.468171,9.672208,9.834111,9.834111,579509676
2023-02-25,9.834478,9.875222,9.478959,9.725774,9.725774,359018139
2023-02-26,9.725910,9.988555,9.681616,9.934804,9.934804,329272811
2023-02-27,9.934244,10.063140,9.667860,9.774712,9.774712,379519132
2023-02-28,9.774757,9.778508,9.366255,9.427211,9.427211,372657888
2023-03-01,9.427613,9.753626,9.450985,9.666237,9.666237,384382060
2023-03-02,9.666448,9.681703,9.298332,9.398854,9.398854,320481767
2023-03-03,9.400218,9.409249,8.701530,8.915389,8.915389,436243242
2023-03-04,8.915789,8.940726,8.533796,8.735553,8.735553,268616077
2023-03-05,8.736032,8.944440,8.724186,8.853976,8.853976,261352035
2023-03-06,8.853117,8.957829,8.716548,8.797481,8.797481,284156104
2023-03-07,8.798458,8.909643,8.746491,8.880622,8.880622,376274934
2023-03-08,8.877459,8.952180,8.403319,8.488320,8.488320,461526421
2023-03-09,8.489018,8.759583,8.040623,8.166059,8.166059,466907719
2023-03-10,8.489018,8.759583,8.040623,8.166059,8.166059,466907719
2023-03-11,8.167516,8.483697,7.860456,8.445546,8.445546,563277575
2023-03-12,8.445692,8.634512,8.039523,8.366576,8.366576,467341749
2023-03-13,8.366172,8.919745,8.257114,8.919745,8.919745,407116095
2023-03-14,8.921938,9.247024,8.654455,9.188083,9.188083,601064566
2023-03-15,9.187129,9.801667,9.054361,9.338599,9.338599,589682001
2023-03-16,9.340669,9.539603,8.818401,8.894483,8.894483,534832799
2023-03-17,8.897998,9.214345,8.784161,9.156226,9.156226,348132425
2023-03-18,9.157209,9.816328,9.078451,9.816328,9.816328,427276331
2023-03-19,9.816515,9.914628,9.347331,9.368746,9.368746,397945929
2023-03-20,9.368256,9.820817,9.368256,9.637807,9.637807,305345815
2023-03-21,9.636049,9.668048,9.066043,9.075313,9.075313,328055072
2023-03-22,9.078081,9.663707,9.026832,9.557709,9.557709,332782782
2023-03-23,9.554914,9.557091,8.916983,9.053347,9.053347,365523940
2023-03-24,9.051546,9.556413,8.960914,9.467483,9.467483,275858862
2023-03-25,9.467667,9.505996,8.980489,9.061980,9.061980,282625452
2023-03-26,9.062576,9.142214,8.804141,8.882526,8.882526,174687280
2023-03-27,8.883109,9.177772,8.860462,9.094059,9.094059,161710546
2023-03-28,9.094119,9.185880,8.688816,8.819441,8.819441,221916454
2023-03-29,8.819286,9.089333,8.695251,9.042763,9.042763,200302193
2023-03-30,9.041760,9.400612,9.030336,9.250626,9.250626,246524778
2023-03-31,9.252291,9.412954,9.010181,9.112122,9.112122,265360833
2023-04-01,9.113799,9.515346,9.090489,9.481195,9.481195,293252701
2023-04-02,9.481220,9.599615,9.301487,9.583606,9.583606,213248967
2023-04-03,9.495670,9.631483,9.277009,9.412031,9.412031,237715951
2023-04-04,9.412729,9.570313,9.179087,9.478268,9.478268,339237882
2023-04-05,9.476249,9.667247,9.397498,9.529238,9.529238,304610677
2023-04-06,9.529661,9.716415,9.448252,9.534986,9.534986,275511836
2023-04-07,9.536091,9.565486,9.371043,9.410242,9.410242,233456754
2023-04-08,9.409968,9.467334,9.204040,9.272531,9.272531,224295641
2023-04-09,9.271089,9.341876,9.168203,9.196578,9.196578,180326301
2023-04-10,9.197730,9.382725,9.161750,9.315551,9.315551,195554118
2023-04-11,9.314725,9.496782,9.257391,9.462466,9.462466,218161057
2023-04-12,9.462907,9.746640,9.461107,9.658143,9.658143,310218691
2023-04-13,9.657265,9.723015,9.374216,9.579204,9.579204,286568692
2023-04-14,9.564946,9.802340,9.488794,9.791560,9.791560,302874090
2023-04-15,9.792136,10.088357,9.783103,10.041800,10.041800,456667449
2023-04-16,10.042547,10.215194,9.918037,10.148956,10.148956,289802665
2023-04-17,10.148315,10.244130,9.974919,10.190894,10.190894,275213253
2023-04-18,10.190073,10.190073,9.915106,9.994819,9.994819,314873165
2023-04-19,9.996825,10.412473,9.867895,10.276821,10.276821,358772432
2023-04-20,10.275060,10.275060,9.356329,9.425360,9.425360,449816871
2023-04-21,9.423665,9.574302,9.024741,9.063413,9.063413,356706226
2023-04-22,9.063925,9.143691,8.662959,8.744046,8.744046,319045945
2023-04-23,8.743584,8.927819,8.708476,8.896166,8.896166,180086972
2023-04-24,8.896170,8.922153,8.666014,8.844424,8.844424,199715327
2023-04-25,8.842925,9.004452,8.701083,8.788552,8.788552,228750019
2023-04-26,8.788404,9.067768,8.746064,9.043965,9.043965,216572368
2023-04-27,9.043710,9.391011,8.592287,8.856532,8.856532,387360546
2023-04-28,8.857235,9.114903,8.845926,9.005959,9.005959,269150188
2023-04-29,9.006400,9.014213,8.824006,8.992788,8.992788,219185283
2023-04-30,8.993270,9.146680,8.971661,9.129703,9.129703,171017399
2023-05-01,9.129874,9.193846,8.860981,8.927738,8.927738,180275718
2023-05-02,8.925388,8.931640,8.462094,8.558326,8.558326,207042143
2023-05-03,8.558359,8.631731,8.496792,8.572704,8.572704,156065009
2023-05-04,8.572428,8.739435,8.370786,8.700409,8.700409,187744424
2023-05-05,8.701957,8.663715,8.415138,8.466463,8.466463,144048194
2023-05-06,8.466838,8.737131,8.465348,8.657991,8.657991,198407721
2023-05-07,8.657754,8.718831,8.311129,8.362227,8.362227,174169235
2023-05-08,8.361265,8.446923,8.318812,8.360987,8.360987,121629752
2023-05-09,8.357653,8.376246,7.713203,7.927932,7.927932,270621777
2023-05-10,7.927875,7.971834,7.840578,7.874753,7.874753,164940181
2023-05-11,7.874301,8.130766,7.792750,8.067498,8.067498,250922283
2023-05-12,8.067112,8.067112,7.763246,7.889286,7.889286,199540037
2023-05-13,7.889344,8.054748,7.708825,8.049989,8.049989,192821952
2023-05-14,8.050168,8.113386,8.015730,8.046769,8.046769,125315709
2023-05-15,8.046681,8.177794,8.006405,8.055489,8.055489,120586410
2023-05-16,8.055278,8.114939,7.944748,7.938314,7.938314,160391378
2023-05-17,7.938624,7.951508,7.831210,7.959287,7.959287,145957862
2023-05-18,7.959039,8.154077,7.870943,8.134230,8.134230,171454594
2023-05-19,8.134259,8.216170,7.956126,8.059999,8.059999,176092463
2023-05-20,8.059946,8.082287,8.016503,8.079246,8.079246,148355637
2023-05-21,8.079345,8.193106,8.036496,8.145968,8.145968,125778504
2023-05-22,8.145498,8.170575,7.915751,7.919505,7.919505,126312178
2023-05-23,7.919022,8.026521,7.870178,7.990553,7.990553,136325486
2023-05-24,7.991118,8.178919,7.967393,8.166083,8.166083,137853168
2023-05-25,8.166293,8.168330,7.964470,8.039178,8.039178,161146741
2023-05-26,8.038499,8.098124,7.913963,8.070615,8.070615,160416907
2023-05-27,8.070664,8.083951,7.984221,8.052152,8.052152,141434488
2023-05-28,8.051603,8.239116,8.035898,8.189546,8.189546,131839832
2023-05-29,8.188912,8.517610,8.166838,8.442880,8.442880,143308222
2023-05-30,8.443142,8.456486,8.305876,8.365333,8.365333,149825778
2023-05-31,8.365535,8.449063,8.326888,8.353242,8.353242,155469257
2023-06-01,8.353844,8.385490,8.165345,8.173601,8.173601,169050518
2023-06-02,8.173365,8.198106,7.913119,7.921714,7.921714,161369327
2023-06-03,7.921367,8.010340,7.874713,7.974474,7.974474,173981411
2023-06-04,7.974782,8.051876,7.933884,8.051876,8.051876,110014825
2023-06-05,8.053170,8.124527,8.032091,8.063009,8.063009,135119476
2023-06-06,8.062400,8.054655,7.461133,7.671596,7.671596,263238759
2023-06-07,7.671059,7.886309,7.513450,7.796643,7.796643,181298671
2023-06-08,7.796417,7.796697,7.501348,7.542541,7.542541,178977631
2023-06-09,7.543031,7.586767,7.485488,7.487575,7.487575,148045426
2023-06-10,7.487832,7.520294,7.333114,7.390753,7.390753,136181503
2023-06-11,7.390922,7.392564,6.301836,6.713078,6.713078,447590257
2023-06-12,6.712838,6.743604,6.585001,6.704005,6.704005,168477713
2023-06-13,6.703546,6.718734,6.608649,6.712236,6.712236,168489558
2023-06-14,6.712342,6.910859,6.676901,6.827144,6.827144,171206535
2023-06-15,6.827140,7.034744,6.671773,6.723830,6.723830,191473976
2023-06-16,6.723970,6.790445,6.230827,6.362560,6.362560,278675191
2023-06-17,6.362379,6.478233,6.263589,6.428278,6.428278,158358562
2023-06-18,6.428483,6.636180,6.403932,6.587332,6.587332,137072042
2023-06-19,6.586998,6.784843,6.533963,6.592411,6.592411,141416507
2023-06-20,6.592678,6.692302,6.500119,6.602452,6.602452,137806660
2023-06-21,6.602935,6.885414,6.481981,6.876727,6.876727,177621384
2023-06-22,6.876205,7.147255,6.840614,7.103342,7.103342,230783519
2023-06-23,7.101644,7.317541,7.072875,7.146547,7.146547,215375002
2023-06-24,7.146415,7.693296,7.142943,7.635899,7.635899,246027882
2023-06-25,7.636014,7.684166,7.412243,7.483178,7.483178,177526821
2023-06-26,7.483623,7.828415,7.483623,7.775480,7.775480,227812571
2023-06-27,7.775879,7.832674,7.513817,7.531923,7.531923,252135359
2023-06-28,7.532021,7.694420,7.497673,7.625986,7.625986,164243872
2023-06-29,7.626524,7.626524,7.294377,7.399726,7.399726,194249005
2023-06-30,7.399578,7.876241,7.395076,7.535367,7.535367,280179418
2023-07-01,7.534536,7.814376,7.307372,7.761951,7.761951,342758027
