Date,Open,High,Low,Close,Adj Close,Volume
2023-02-07,28.423519,30.058620,28.401136,29.930210,29.930210,454681308
2023-02-08,29.929150,30.143950,28.491186,28.984035,28.984035,371778511
2023-02-09,28.990191,29.164850,25.462000,25.760679,25.760679,558774334
2023-02-10,25.762642,26.267569,25.469095,25.765152,25.765152,337018335
2023-02-11,25.770449,26.144665,25.645830,26.079992,26.079992,193917298
2023-02-12,26.078087,26.681637,25.453360,25.702724,25.702724,375066420
2023-02-13,25.705143,25.826700,24.304914,25.286076,25.286076,351957657
2023-02-14,25.282562,26.149267,24.948195,25.971649,25.971649,357600403
2023-02-15,25.969746,28.846491,25.978224,28.846491,28.846491,371395568
2023-02-16,28.846752,29.416885,27.072420,27.125549,27.125549,527508663
2023-02-17,27.119143,28.511923,26.989565,28.314281,28.314281,362840167
2023-02-18,28.313759,29.121407,28.143770,28.461552,28.461552,375305404
2023-02-19,28.451862,29.605415,28.308311,28.827765,28.827765,419434734
2023-02-20,28.836519,30.804667,27.941505,30.124001,30.124001,699820617
2023-02-21,30.130808,31.514479,29.156933,30.509560,30.509560,713888587
2023-02-22,30.512512,31.332853,28.821987,29.824007,29.824007,889004955
2023-02-23,29.827299,30.329058,28.767931,28.940220,28.940220,454155930
2023-02-24,28.939116,29.047701,26.972113,27.309847,27.309847,443816568
2023-02-25,27.316435,27.593128,26.086098,26.705790,26.705790,361338015
2023-02-26,26.701757,27.564611,26.543896,27.391171,27.391171,224492820
2023-02-27,27.389088,27.626213,26.401707,26.617317,26.617317,294993289
2023-02-28,26.615480,26.615480,25.264385,25.378862,25.378862,297316284
2023-03-01,25.380678,26.285414,25.423803,26.274485,26.274485,235614623
2023-03-02,26.275267,26.361115,25.567982,25.918175,25.918175,196839603
2023-03-03,25.919317,25.950962,23.639799,24.607552,24.607552,303628024
2023-03-04,24.607162,24.927591,23.371662,23.813189,23.813189,180892140
2023-03-05,23.819496,24.378130,23.769230,23.925209,23.925209,160782208
2023-03-06,23.920713,24.617668,23.485189,24.545759,24.545759,240930843
2023-03-07,24.546001,24.800756,24.160809,24.540781,24.540781,245056130
2023-03-08,24.540611,24.629374,22.889622,22.958664,22.958664,255038753
2023-03-09,22.960127,23.643064,21.646730,21.860170,21.860170,339807314
2023-03-10,22.960127,23.643064,21.646730,21.860170,21.860170,339807314
2023-03-11,21.865532,22.785608,21.165920,22.547804,22.547804,449999671
2023-03-12,22.546600,23.077663,21.423992,22.237518,22.237518,368145299
2023-03-13,22.232565,24.569620,21.818991,24.508600,24.508600,373007660
2023-03-14,24.512651,25.056194,23.502565,24.791098,24.791098,490248210
2023-03-15,24.791903,26.817505,24.315615,25.696489,25.696489,636007150
2023-03-16,25.702389,26.135279,23.411924,23.551294,23.551294,475057218
2023-03-17,23.559031,24.136494,23.204664,23.826576,23.826576,299989812
2023-03-18,23.830023,26.219463,23.560799,26.104197,26.104197,369283367
2023-03-19,26.105600,26.892464,25.090824,25.147842,25.147842,385056941
2023-03-20,25.150986,26.888399,25.150986,26.161634,26.161634,280429503
2023-03-21,26.162825,26.533802,24.754662,24.775558,24.775558,336752280
2023-03-22,24.785198,26.276548,24.551851,26.181866,26.181866,301507466
2023-03-23,26.178801,26.818647,24.490799,25.053837,25.053837,461746566
2023-03-24,25.049557,26.537800,24.805695,26.286869,26.286869,337510803
2023-03-25,26.288288,26.403084,25.224140,25.536316,25.536316,248160546
2023-03-26,25.533352,25.784100,24.704731,25.375996,25.375996,240983657
2023-03-27,25.378765,25.980282,25.378765,25.746288,25.746288,180605709
2023-03-28,25.745617,25.790211,24.311014,24.780090,24.780090,234230247
2023-03-29,24.780661,25.061510,24.483784,24.940723,24.940723,234348117
2023-03-30,24.940540,26.072596,24.921604,25.883530,25.883530,258976482
2023-03-31,25.891796,26.259068,25.546736,25.681749,25.681749,299622642
2023-04-01,25.684553,26.655670,25.483227,26.490561,26.490561,281150663
2023-04-02,26.486860,26.730907,26.276625,26.409510,26.409510,167241845
2023-04-03,26.612669,26.671915,25.658777,25.925747,25.925747,184315551
2023-04-04,25.923584,25.675648,24.677353,25.199368,25.199368,270373054
2023-04-05,25.199692,26.108231,25.044296,26.105476,26.105476,212217913
2023-04-06,26.105822,27.077757,26.077122,26.784658,26.784658,329339650
2023-04-07,26.786030,27.443357,26.413984,26.971619,26.971619,263640890
2023-04-08,26.968956,27.155521,26.275320,26.423477,26.423477,192134454
2023-04-09,26.419538,26.589586,26.090878,26.176350,26.176350,131661410
2023-04-10,26.177727,26.450542,25.901751,26.316614,26.316614,138392597
2023-04-11,26.315722,27.027601,26.276545,26.975164,26.975164,189410809
2023-04-12,26.978123,27.858829,26.932453,27.301758,27.301758,265912587
2023-04-13,27.301258,27.935934,26.639654,27.611052,27.611052,463009774
2023-04-14,27.260820,28.008215,27.136562,27.793009,27.793009,369850488
2023-04-15,27.792728,28.495251,27.647867,28.703833,28.703833,383203628
2023-04-16,28.702879,29.090549,28.378345,28.489080,28.489080,278661389
2023-04-17,28.488358,30.510073,28.232754,30.129412,30.129412,406478071
2023-04-18,30.128468,31.540379,29.859304,30.623257,30.623257,752609140
2023-04-19,30.628204,31.944105,30.413509,31.516031,31.516031,430231193
2023-04-20,31.508795,31.508795,28.022573,28.327028,28.327028,560264534
2023-04-21,28.321671,28.748123,27.096437,27.187830,27.187830,437333589
2023-04-22,27.189041,27.432125,25.121889,25.334265,25.334265,467485254
2023-04-23,25.332066,25.912300,25.182564,25.752991,25.752991,212146518
2023-04-24,25.754629,25.774748,24.795288,25.206701,25.206701,202185638
2023-04-25,25.205639,25.753845,24.832911,25.269001,25.269001,242282370
2023-04-26,25.266813,26.767044,25.162943,26.588528,26.588528,303349313
2023-04-27,26.586554,27.553488,24.932362,26.013407,26.013407,456359896
2023-04-28,26.014528,26.999628,25.967161,26.732780,26.732780,308581309
2023-04-29,26.732738,26.995762,26.193127,26.552097,26.552097,193112052
2023-04-30,26.550629,26.780996,26.313536,26.423941,26.423941,149319900
2023-05-01,26.425604,26.919451,25.930857,25.969976,25.969976,178378049
2023-05-02,25.964697,26.009100,24.941765,25.153456,25.153456,205892743
2023-05-03,25.153978,25.455853,24.918575,25.266403,25.266403,164142763
2023-05-04,25.266165,26.029070,24.705755,25.930502,25.930502,244049222
2023-05-05,25.932945,25.850664,25.263041,25.265003,25.265003,169037042
2023-05-06,25.270765,25.754623,25.224972,25.715658,25.715658,254019033
2023-05-07,25.716900,25.857132,24.407610,24.604765,24.604765,197974790
2023-05-08,24.604511,24.756237,24.355021,24.377329,24.377329,141252866
2023-05-09,24.373373,24.449306,22.224409,22.745295,22.745295,359898862
2023-05-10,22.745413,22.953587,22.602579,22.663462,22.663462,171758778
2023-05-11,22.664228,23.062416,22.053551,22.912279,22.912279,333949956
2023-05-12,22.913284,22.913717,22.190397,22.349863,22.349863,212607785
2023-05-13,22.350494,22.889250,22.099991,22.877399,22.877399,229756133
2023-05-14,22.879166,22.890974,22.454750,22.465904,22.465904,115279890
2023-05-15,22.464720,22.767246,22.335751,22.612394,22.612394,122126326
2023-05-16,22.611423,22.897648,22.348104,22.520243,22.520243,195198501
2023-05-17,22.521151,22.574854,22.198538,22.383694,22.383694,173146013
2023-05-18,22.382689,22.943569,22.078230,22.783583,22.783583,196572466
2023-05-19,22.783222,22.797657,21.927599,22.182444,22.182444,198971323
2023-05-20,22.183889,22.217255,21.997049,22.084599,22.084599,144656092
2023-05-21,22.084431,22.115374,21.899593,22.020584,22.020584,105215970
2023-05-22,22.019197,22.097155,21.439627,21.495516,21.495516,126768452
2023-05-23,21.494583,22.176943,21.248659,22.080593,22.080593,188359252
2023-05-24,22.080381,22.457691,22.122545,22.244204,22.244204,160259992
2023-05-25,22.244869,22.245083,21.456112,21.622784,21.622784,200509514
2023-05-26,21.621840,21.807379,21.186531,21.691633,21.691633,198320237
2023-05-27,21.692015,22.070362,21.469509,22.009266,22.009266,188518986
2023-05-28,22.008556,22.374722,21.923294,22.321608,22.321608,153907790
2023-05-29,22.323656,23.044130,22.072092,22.891418,22.891418,236043618
2023-05-30,22.895878,22.928007,21.989937,22.189028,22.189028,205559509
2023-05-31,22.190872,22.498730,22.044250,22.174513,22.174513,209656435
2023-06-01,22.174063,22.189852,21.668266,21.702156,21.702156,198206276
2023-06-02,21.701813,21.714174,21.321869,21.446665,21.446665,177429705
2023-06-03,21.445021,22.015812,21.324680,21.885180,21.885180,194193456
2023-06-04,21.885506,22.050209,21.782572,22.015600,22.015600,138120262
2023-06-05,22.016455,22.580326,21.949640,22.406740,22.406740,169856382
2023-06-06,22.407747,22.434500,20.541470,21.015135,21.015135,357790209
2023-06-07,21.011681,21.976879,20.946402,21.903378,21.903378,254592433
2023-06-08,21.902937,21.949539,21.033579,21.074013,21.074013,239105810
2023-06-09,21.073256,21.008471,20.736244,20.754063,20.754063,164665907
2023-06-10,20.755013,21.120453,20.379562,20.424082,20.424082,193674673
2023-06-11,20.424080,20.424080,15.465401,17.323330,17.323330,638804983
